experiment,mean_ms,p50_ms,p95_ms,p95_overhead_pct,p99_ms,qps,queries,system,trusted_rate
clean_overhead,0.9521698331809603,0.9085165002034046,1.006127603614004,0.0,1.266855204303283,1050.232810526302,150,unverified_baseline,1.0
clean_overhead,1.034169774017452,1.0226890008198097,1.1003319035808088,9.363056895410038,1.1627775903616566,966.9592219034673,150,trustann,0.0
